用户名,性别,身份证号,登录地区,登录设备,消费额
haofang,男,45022519940415****,江苏,iOS,-
ogu,男,35078119840131****,湖南,iOS,149.5
guiying43,0,51152420020129****,安徽,Android,9.9
ming10,0,23050119980426****,湖南,Android,89.7
fangmo,女,15062119990403****,福建,Android,49.8
nmo,女,45070219931003****,河南,Android,0
ming95,0,22010220031028****,山东,iOS,109.2
minlai,男,14082119970603****,湖北,Android,29.7
zfan,女,41010419980107****,河南,iOS,19.8
xiulan66,男,52032320000129****,贵州,Android,0
gang07,男,44162319971101****,天津,iOS,79.5
naren,女,51323320010725****,江苏,iOS,109.4
longgang,女,37040220000719****,湖北,Android,-
xiangmin,男,37152219990525****,贵州,Android,0
stan,女,41172219850620****,江苏,iOS,-
syi,男,36112319990114****,北京,iOS,9.9
yan48,男,23070319991220****,广东,Android,69.5
zhangtao,女,53012819861006****,辽宁,Android,348.2
ming41,1,65420019970327****,河北,Android,0
ssun,男,36050119970408****,河北,iOS,169.1
26451,男,33100019970611****,江苏,Android,0
donggang,女,51138119970111****,广东,Android,-
xiuyingsong,男,61082719870515****,河南,iOS,209
naliao,1,43072219970914****,湖南,Android,139.5
hli,女,36090219970531****,福建,Android,109.6
xueguiying,男,62010219900923****,重庆,iOS,119.3
bren,女,34150319980515****,浙江,iOS,0
hlong,女,21080319960418****,安徽,iOS,149.3
taobai,女,21080320000224****,上海,Android,9.9
qiaomin,女,13080019950909****,上海市,Android,109.2
weixue,女,43102620010128****,四川,iOS,9.9
weilin,女,23011019800922****,浙江,iOS,9.9
rgu,女,52012220010608****,河南,iOS,0
fuyan,女,41030719960531****,河南,Android,0
xiuying57,女,45030319910812****,山西,Android,0
jingshen,男,51322419990523****,浙江,iOS,0
ttian,男,37010119860406****,湖北,Android,0
naxie,男,23102419850912****,山东,iOS,-
xiangyong,女,61062219871220****,黑龙江,Android,0
yinjun,女,21052219960220****,上海市,iOS,59.7
21337,男,51342919980819****,陕西,Android,-
taochen,男,37088119860226****,广东,iOS,169.1
pingtian,女,62292519901012****,安徽,iOS,0
qinjun,男,23040620010205****,河南,Android,0
mingcai,男,42098120000916****,上海,iOS,-
fhe,男,43030119980127****,江西,Android,-
kguo,男,41030719990901****,广东,Android,258.3
jieluo,男,13013319921020****,山西,Android,0
gangdai,女,37100119961010****,山西,Android,0
kzhong,男,15082219900624****,江苏,iOS,-
li74,0,42112119980929****,重庆,Android,28.9
xiulanye,女,14042719960630****,湖北,iOS,0
eyi,女,53292520011230****,辽宁,Android,149.3
lwei,男,54012119930327****,安徽,Android,99.5
nlu,男,37068319970422****,广东,iOS,658.2
juan08,女,13043019991003****,吉林,Android,0
na32,女,63232419890122****,广东,Android,0
nqiao,女,32090119980128****,云南,Android,139.1
swu,女,52010119970111****,湖北,Android,29.9
fang84,女,21090320030722****,广东,iOS,99.3
minpan,女,21120419960322****,广西,iOS,39.7
liangjie,男,44020020000223****,贵州,Android,0
jie49,男,32110119970427****,福建,Android,-
yang77,男,33040220000711****,陕西,Android,49.6
xiulan75,男,61012620010303****,湖北,Android,0
glong,男,33020520060420****,湖南,Android,29.8
hchang,男,63010019960823****,广东,iOS,9.9
xiulan41,男,53010119930221****,山东,Android,-
lihe,男,15042119860713****,西藏,Android,9.9
na35,1,45062120011001****,江苏,iOS,9.9
jlai,女,43052419890519****,湖南,Android,-
lsu,男,33042119970219****,重庆,iOS,0
jliang,女,41071119821108****,陕西,Android,-
vzou,女,21132219910721****,贵州,iOS,0
xiuying96,女,15252620050822****,江西,iOS,0
yaofang,女,33078220011114****,河南,Android,-
xhe,女,45122119850415****,福建,iOS,109.5
wujing,女,53262420001010****,湖南,Android,0
udu,女,14118119980330****,湖北,Android,0
guxiulan,女,43122819970403****,四川,iOS,258.7
chao11,0,35042719890530****,陕西,Android,9.9
minglong,男,41150019990816****,江西,Android,159.2
yanqin,男,35042119921212****,福建,Android,229.2
atian,女,14062319990511****,广东,iOS,39.8
li31,男,12011220011117****,湖北,Android,0
mingding,女,51130419870327****,浙江,iOS,0
xiulan79,女,37030319960109****,江苏,Android,-
yanzhao,女,53032219970713****,内蒙古,Android,109.4
qiang39,0,44022219801020****,广东,iOS,59.6
yan13,男,51182219761110****,广东,iOS,89.6
xiulan32,男,65282520010704****,安徽,iOS,9.9
juan39,女,32128120010621****,湖南,Android,0
edu,女,61092920030525****,安徽,Android,0
min96,男,62012219990529****,吉林,Android,39.7
afang,男,65020319910715****,辽宁,Android,0
guiying22,0,54232519960323****,江苏,iOS,79.8
jxue,男,42052920040417****,上海,iOS,99.3
daiqiang,女,52010220030716****,辽宁,iOS,0
guiyingchang,女,35088119960219****,云南,Android,9.9
opan,男,14072919930606****,四川,iOS,0
chaoxie,男,44020420020623****,四川,Android,0
jinglin,男,44030519740912****,北京,Android,9.9
ming29,男,65010819980309****,山东,iOS,0
vding,男,51152120001229****,辽宁,Android,39.8
na02,男,42112220010117****,吉林,Android,119.4
mingdong,女,65292719881117****,广东,iOS,9.9
pingmo,男,13068419950808****,云南,Android,0
ctan,男,32038120011028****,湖北,iOS,29.7
mfan,男,41170020050617****,浙江,Android,29.8
xiulan84,男,42011719920710****,江苏,iOS,99.4
baichao,女,43060019871218****,四川,iOS,0
gangqin,女,62000019960918****,黑龙江,Android,-
ntao,女,62010219921213****,江苏,iOS,19.8
ymeng,男,51142319970529****,江苏,iOS,0
futao,女,52011420010820****,山东,Android,19.9
ahu,女,33062419900324****,江苏,iOS,-
wangguiying,女,51332820020522****,重庆,Android,0
kongguiying,女,15092919970320****,贵州,Android,0
tao36,女,13012319901013****,黑龙江,Android,109.2
yongshao,女,32032119980718****,广东,iOS,19.8
guiyingjiang,女,33010820000620****,山东,Android,0
yan60,男,41070419961001****,上海,iOS,0
zhengxiulan,女,62122219970708****,福建,iOS,-
fang05,男,42282519971015****,浙江,Android,0
guiying82,女,37132619980418****,天津,Android,0
uzou,女,21122119780911****,江苏,iOS,9.9
taoliao,男,62090119991108****,河北,Android,9.9
lizou,1,51152419840925****,四川,Android,9.9
jie72,男,41070019970124****,安徽,Android,437.5
ming58,女,36112320050223****,陕西,iOS,0
uxie,男,43110020000712****,贵州,Android,119.5
ping74,女,21112219980128****,江苏,Android,119.6
caijing,1,63252219980901****,福建,Android,39.6
shaotao,男,54232719981005****,黑龙江,Android,0
fhuang,女,33020619900322****,湖南,Android,-
liguiying,男,13110119970121****,天津,iOS,9.9
jiezhou,0,44060619850717****,广东,Android,29.8
xiuyingxue,1,33048119980722****,广东,Android,99.7
shijie,女,14010620000219****,山西,iOS,0
mingyao,女,62090020031017****,江西,iOS,0
xiapeng,女,22240420010104****,山东,iOS,89.6
xiuying72,女,13053319991021****,吉林,Android,0
changxia,男,37152220010816****,江苏,Android,0
pingtan,男,61082519870703****,江苏,Android,0
mingzeng,0,13062819930912****,江苏,iOS,109.6
qiuqiang,男,23030720011023****,天津,Android,29.9
jiesong,女,14060020011107****,黑龙江,Android,0
xiaming,男,14050219941228****,浙江,iOS,0
dengtao,男,15090020000501****,河北,Android,29.7
ryuan,男,41133019770920****,陕西,iOS,29.8
yanming,男,52272620010523****,广东,iOS,0
yan56,女,50011820040604****,广东,iOS,29.7
pingcai,女,13013219870712****,上海,Android,9.9
gchang,男,22040319940103****,陕西,Android,29.8
juan93,女,61062919920904****,湖北,Android,-
guiyingqin,男,33062419860527****,甘肃,Android,19.9
yan65,男,43020420000207****,陕西,Android,109.4
qiangfeng,男,52232320000611****,山东,Android,99.5
ping53,女,54232319980913****,河北,Android,0
awan,男,51132319900809****,甘肃,Android,0
yanwen,女,32080219950918****,广东,iOS,0
wuyong,女,43012119960612****,四川,Android,9.9
ojiang,女,51130319960216****,海南,Android,-
xiuyingliang,女,51130319910428****,贵州,Android,89.3
qshao,女,52042319951018****,安徽,iOS,0
suchao,男,33018219990901****,广东,Android,0
na06,男,36068120061012****,山东,Android,0
xiuyingchang,女,62302419991102****,江西,Android,-
xiuying17,男,61072119890216****,浙江,iOS,209
qianghuang,男,54223319990808****,福建,Android,179
fang86,女,62122519980129****,新疆,Android,0
jzhao,男,34182219991203****,江苏,Android,-
junsun,男,32102319980209****,河南,Android,0
fangding,女,14103419750606****,辽宁,iOS,-
liaoyong,男,13043019990629****,山东,Android,39.8
qsong,女,41082520000504****,四川,Android,0
xiulancai,女,46903019951007****,广东,iOS,9.9
xiongchao,女,43038119820921****,广西,iOS,-
caiyan,男,36082719990318****,四川,Android,-
junkong,男,35010319980923****,辽宁,Android,0
weiyong,女,23040519951219****,辽宁,Android,49.7
hxue,男,13082719860903****,四川,Android,0
ppan,男,61080019971109****,河北,iOS,39.8
tao88,女,61048119970112****,浙江,Android,9.9
jiemeng,1,53312319990925****,湖北,Android,9.9
gxiang,男,15292219940709****,广东,iOS,19.9
lipan,0,23060619960104****,山东,Android,49.6
qiuli,女,43110019980620****,浙江,iOS,0
leijing,女,44098220030305****,浙江,iOS,79.4
luoxiuying,女,22050219990307****,河南,Android,0
xiulan18,0,32050420030107****,广东,iOS,198.8
qiang77,女,44051419990813****,江苏,iOS,19.8
jwang,男,51152619860123****,云南,Android,-
xiulan39,男,41122420020320****,北京,iOS,49.6
chaowan,男,53010219881021****,江苏,iOS,-
cma,女,61100219891007****,甘肃,Android,59.6
44009,女,14048119990411****,北京,Android,29.7
mindong,0,14042920010725****,安徽,iOS,0
gangwu,女,45022419961121****,山东,Android,0
chao,女,37028519790325****,浙江,iOS,-
pliao,女,13060419961105****,湖北,Android,-
kgu,女,51010120011227****,甘肃,Android,29.7
fxiang,女,41020019990921****,山西,Android,0
bqin,女,13062919870725****,黑龙江,Android,-
ztao,1,52038119891106****,安徽,iOS,0
tao92,1,31011419990516****,湖南,Android,79.8
yongcao,男,52010020000806****,河北,Android,0
zpeng,女,54233719990423****,四川,Android,-
xiulanyan,女,22088219960816****,湖北,Android,119.3
suqiang,男,37010319970812****,上海市,Android,0
juan81,男,52020320001225****,湖北,Android,79.5
ujin,女,15020019980503****,福建,Android,-
zhan,男,44080319960609****,江苏,iOS,188.9
lsun,女,13042820000216****,江西,Android,9.9
gxia,男,62050219990503****,湖北,Android,0
juanxie,女,53230120000221****,广东,iOS,9.9
taolin,女,37068519930125****,陕西,Android,0
yong10,女,32108120011212****,陕西,Android,0
gqian,男,23030219960721****,河北,Android,-
minxiao,女,41132420040124****,安徽,Android,39.8
jinwei,男,42060719971230****,安徽,Android,149.1
haoqiang,女,32080219971222****,山东,iOS,0
lisong,女,33022620020430****,天津,iOS,-
wei95,女,51010119850425****,江苏,iOS,9.9
chengming,女,51060120000328****,上海,Android,0
jinping,女,13050219741231****,浙江,iOS,9.9
xiashi,男,37132119850417****,江西,iOS,268.4
renlei,女,15030120010811****,广东,Android,79.8
fengwei,女,52011119971219****,山西,Android,88.8
shigang,女,42082119831007****,黑龙江,Android,19.9
sujuan,男,35018220041121****,江苏,iOS,0
chao59,女,50011919861213****,辽宁,Android,179
zhengjuan,女,52011319930722****,江苏,iOS,99.5
renmin,女,14030120000228****,陕西,Android,0
xyan,男,54252120001110****,上海市,iOS,9.9
linjun,女,51030319761110****,浙江,Android,119.4
jyang,女,37152319861109****,安徽,Android,0
bshen,男,37088320051117****,陕西,iOS,-
xiulanhuang,男,23020820001107****,安徽,Android,9.9
czhong,男,62082119960301****,湖北,iOS,598.3
moxiuying,男,36012420010425****,湖北,iOS,49.6
weiguo,男,36110219960209****,广东,Android,9.9
wanjie,女,33108119970626****,青海,Android,79.8
hegang,女,62120019991221****,浙江,iOS,0
weiyu,男,33052219990309****,江苏,iOS,0
min69,女,61102420010301****,吉林,iOS,0
pingyi,女,53332519990416****,四川,iOS,0
gonglei,女,34020320010522****,广东,iOS,-
na73,男,51100219990729****,福建,Android,59.6
fcai,女,36080219910616****,江苏,Android,0
jing12,男,62302620010306****,安徽,Android,149.1
atan,女,54222719980419****,江苏,iOS,29.9
mliao,女,53342319980306****,湖北,Android,0
jie31,男,46900320010811****,广东,iOS,0
chaosu,女,45030419990320****,江苏,iOS,29.8
zengfang,0,51333419980809****,北京,iOS,69.5
xiulan35,男,51072419960425****,江苏,iOS,-
yanxiao,男,52000019980626****,湖南,Android,19.9
yanjing,1,61060120030606****,河南,Android,99.5
nzou,女,45022620020723****,河南,iOS,9.9
juan15,男,14022419751225****,江苏,iOS,29.9
pcui,女,37142319980819****,山东,iOS,0
minxia,女,65230319960423****,湖南,Android,29.8
zhufang,女,13013319901207****,广东,iOS,99.3
yang43,男,50022519840814****,浙江,iOS,0
jingwu,0,52030019990412****,广东,Android,69.5
mingxiao,女,44122520000109****,广东,iOS,0
wangwei,男,52262319961018****,甘肃,Android,9.9
liuguiying,男,52032620040514****,云南,Android,129.5
xiuying39,男,41132419991224****,安徽,Android,-
pinghao,女,53072219950317****,河南,Android,-
jingjia,女,65020219971121****,浙江,iOS,0
junyuan,男,51072419961204****,浙江,iOS,119.5
wliu,男,46900219880112****,陕西,iOS,0
vtian,女,13072220011118****,广东,iOS,209
haowei,女,35092619870301****,云南,Android,-
xlin,女,23270219990416****,陕西,iOS,0
liming,男,34132319951218****,山东,iOS,0
minyuan,男,21090420010208****,上海市,iOS,79.8
ping51,男,63012220060511****,福建,iOS,0
qiangguo,男,53063019960318****,河南,iOS,79.8
juanqin,男,32010720041104****,山西,Android,19.9
zwu,0,23012719850922****,浙江,iOS,-
xia25,女,32030519980318****,江苏,Android,0
xiuying81,男,50011819991215****,重庆,iOS,0
wqian,女,51182120060303****,陕西,Android,0
ping44,男,42122320010509****,安徽,Android,0
nqin,女,61090219850623****,河北,iOS,0
yang03,男,13043319921231****,广东,Android,59.6
khu,1,62070219971021****,福建,Android,139.5
xiuyingdai,女,37020219961120****,辽宁,iOS,-
tao11,男,65312619960416****,江苏,iOS,318.4
jiexiao,1,34050219980124****,福建,iOS,0
caifang,女,44011219990320****,广东,iOS,89.3
fangcheng,男,53252220010107****,河南,Android,0
tyang,男,33102119971205****,安徽,Android,0
vpan,男,21040320010714****,河北,iOS,9.9
yang71,1,54012719890928****,陕西,Android,0
vtan,女,23011219951126****,山东,iOS,238.7
ktang,男,42058320010809****,浙江,Android,0
junliu,女,35021220000601****,湖北,Android,-
twu,女,35092520021215****,辽宁,Android,139.5
szou,男,51111319860419****,广东,Android,49.8
rduan,0,65270019991103****,四川,iOS,0
liaoyang,男,22080219960923****,湖南,Android,9.9
tao62,0,53030119931021****,上海,iOS,-
namo,1,32083119931129****,浙江,Android,0
lhan,男,37152320031008****,山西,Android,0
dingjing,女,22040220060305****,河北,iOS,0
dwei,男,50023020060624****,山东,iOS,0
juan36,女,61062419970502****,江苏,Android,0
ehe,女,12000019940710****,上海,Android,9.9
yangyi,女,61052319980529****,广东,Android,39.7
xia61,男,52262719961217****,山东,iOS,79.5
li73,0,14112920040828****,湖北,iOS,0
zoufang,女,63252419920222****,吉林,Android,159
ading,女,41092820010509****,福建,iOS,9.9
xiahe,女,23050520020213****,江西,Android,9.9
kongjie,男,23070220060311****,广西,Android,0
li26,1,51342219971220****,辽宁,Android,79.8
ywei,男,13042319961212****,湖南,iOS,9.9
na46,男,22052319970602****,吉林,Android,79.8
maojing,女,51010119960129****,海南,iOS,0
qchang,女,15050019810512****,广东,iOS,9.9
gongjuan,女,13092420010204****,云南,iOS,0
guiying05,女,43122119980406****,浙江,iOS,0
fang69,女,53230019831201****,江西,iOS,388.2
tao55,男,21120119990414****,北京市,iOS,49.7
min42,女,65230119991126****,贵州,Android,109.6
minlong,男,32060219960401****,福建,iOS,0
asong,女,13043119990915****,浙江,Android,0
eqian,女,62098119880705****,河北,iOS,49.6
xiawang,女,21120219970622****,四川,Android,0
pyuan,女,62302419960416****,河北,Android,-
yhan,女,21101119890424****,上海市,iOS,89.6
kangming,男,21062419940430****,湖南,Android,-
ktan,女,45092419950302****,山东,iOS,99.7
lei27,男,35032219791128****,广东,iOS,199
wei07,女,53312420021111****,山西,Android,9.9
junzhu,男,52012120050226****,云南,iOS,0
wujun,女,13010119790220****,浙江,iOS,19.8
xiahuang,女,32070019940814****,湖南,Android,-
juan33,男,42030119980419****,广东,iOS,9.9
lei98,0,37052220000910****,重庆市,Android,-
natan,女,45052119751123****,四川,iOS,29.7
yang00,女,64040219880621****,浙江,iOS,9.9
min47,男,36040020030826****,福建,iOS,-
qiaowei,女,64020119900510****,湖北,Android,0
yongjia,男,33110119880716****,北京市,iOS,-
xiulanzhao,女,36040320010911****,山东,iOS,0
